STATION NAME                     ,WMO_ID, CN ,TYPE,LAT,LON,ELVATION
                          BERLIK ,35376, KAZAKHSTAN ,SA,49.88333 ,69.51667 ,350 
                      KAZGORODOK ,35386, RUSSIAN FEDERATION ,SA,49.95000 ,71.58333 ,422 
                       KARAGANDA ,35394, KAZAKHSTAN ,SA,49.80000 ,73.15000 ,555 
                       KARAGANDA ,35394, KAZAKHSTAN ,UA,49.80000 ,73.13333 ,553 
                       DZHANGALA ,35404, RUSSIAN FEDERATION ,SA,49.21667 ,50.30000 ,7 
                          TAIPAK ,35406, KAZAKHSTAN ,SA,49.05000 ,51.86667 ,4 
                             UIL ,35416, KAZAKHSTAN ,SA,49.06667 ,54.68333 ,103 
                           TEMIR ,35426, KAZAKHSTAN ,SA,49.15000 ,57.11667 ,236 
                          TALDYK ,35430, RUSSIAN FEDERATION ,SA,49.25000 ,59.55000 ,260 
                          BISARY ,35459, RUSSIAN FEDERATION ,SA,48.81667 ,64.61667 ,122 
                         ALGABAS ,35478, RUSSIAN FEDERATION ,SA,48.88333 ,68.08333 ,506 
                          ZHARYK ,35497, KAZAKHSTAN ,SA,48.85000 ,72.86667 ,656 
                         KARABAU ,35514, RUSSIAN FEDERATION ,SA,48.45000 ,52.91667 ,0 
                           SAGIZ ,35519, RUSSIAN FEDERATION ,SA,48.20000 ,54.93333 ,73 
                   MUGODZARSKAJA ,35532, KAZAKHSTAN ,SA,48.63333 ,58.50000 ,397 
                           IRGIZ ,35542, RUSSIAN FEDERATION ,SA,48.61667 ,61.26667 ,114 
                            TAUP ,35549, RUSSIAN FEDERATION ,SA,48.25000 ,62.00000 ,74 
                        KZYL-ZAR ,35576, RUSSIAN FEDERATION ,SA,48.30000 ,69.65000 ,361 
                           ATASU ,35582, RUSSIAN FEDERATION ,SA,48.70000 ,71.63333 ,488 
                        MAHAMBET ,35605, RUSSIAN FEDERATION ,SA,47.66667 ,51.58333 ,-15 
                       KARSAKPAJ ,35663, RUSSIAN FEDERATION ,SA,47.83333 ,66.75000 ,508 
                      ZHEZKAZGAN ,35671, KAZAKHSTAN ,SA,47.80000 ,67.71667 ,345 
                        KZYL-TAU ,35683, RUSSIAN FEDERATION ,SA,47.85000 ,72.08333 ,810 
                          KOKTAS ,35687, RUSSIAN FEDERATION ,SA,47.51667 ,70.90000 ,471 
                       BEKTAUATA ,35699, KAZAKHSTAN ,SA,47.45000 ,74.81667 ,620 
                          ATYRAY ,35700, KAZAKHSTAN ,SA,47.10000 ,51.71667 ,-15 
                          ATYRAY ,35700, KAZAKHSTAN ,UA,47.01667 ,51.85000 ,23 
                         KULSARY ,35715, RUSSIAN FEDERATION ,SA,46.80000 ,53.91667 ,18 
                         ZAMBIKE ,35721, RUSSIAN FEDERATION ,SA,47.03333 ,55.13333 ,45 
                        AYAK-KUM ,35739, RUSSIAN FEDERATION ,SA,46.71667 ,59.16667 ,114 
                        KARA-KUM ,35756, RUSSIAN FEDERATION ,SA,46.88333 ,64.66667 ,79 
                      JETI-KONUR ,35777, RUSSIAN FEDERATION ,SA,46.58333 ,68.61667 ,276 
                          MOINTY ,35791, RUSSIAN FEDERATION ,SA,47.20000 ,73.35000 ,581 
                         BALHASH ,35796, KAZAKHSTAN ,SA,46.80000 ,75.08333 ,352 
                       KAZALINSK ,35849, KAZAKHSTAN ,SA,45.76667 ,62.11667 ,68 
              BETPAK-DALA STEPPE ,35884, RUSSIAN FEDERATION ,SA,46.00000 ,70.00000 ,325 
                   KULALY ISLAND ,35907, RUSSIAN FEDERATION ,SA,45.01667 ,50.03333 ,-22 
                             SAM ,35925, KAZAKHSTAN ,SA,45.40000 ,56.11667 ,82 
              BARSAKELMES ISLAND ,35941, RUSSIAN FEDERATION ,SA,45.68333 ,59.91667 ,80 
                        DZHUSALY ,35953, KAZAKHSTAN ,SA,45.50000 ,64.08333 ,101 
                          ZLIKHA ,35969, KAZAKHSTAN ,SA,45.25000 ,67.06667 ,138 
                         CIGANAK ,35997, RUSSIAN FEDERATION ,SA,45.10000 ,73.96667 ,349 
                       EKIBASTUZ ,36001, RUSSIAN FEDERATION ,SA,51.70000 ,75.36667 ,234 
                        PAVLODAR ,36003, KAZAKHSTAN ,SA,52.30000 ,76.93333 ,123 
                          RODINO ,36020, RUSSIAN FEDERATION ,SA,52.50000 ,80.20000 ,168 
                          KLJUCI ,36021, RUSSIAN FEDERATION ,SA,52.25000 ,79.13333 ,143 
                         VOLCIHA ,36022, RUSSIAN FEDERATION ,SA,52.01667 ,80.36667 ,208 
                        RUBCOVSK ,36034, RUSSIAN FEDERATION ,SA,51.50000 ,81.21667 ,215 
                  KRASNO-SCEKOVO ,36036, RUSSIAN FEDERATION ,SA,51.66667 ,82.73333 ,240 
                     ZMEINOGORSK ,36038, RUSSIAN FEDERATION ,SA,51.15000 ,82.20000 ,356 
                     SOLONESNOJE ,36045, RUSSIAN FEDERATION ,SA,51.66667 ,84.31667 ,411 
                           MAJMA ,36052, RUSSIAN FEDERATION ,SA,52.01667 ,85.90000 ,331 
                           CEMAL ,36058, RUSSIAN FEDERATION ,SA,51.43333 ,86.00000 ,420 
                         TUROCAK ,36061, RUSSIAN FEDERATION ,SA,52.26667 ,87.16667 ,322 
                         ARTIBAS ,36064, RUSSIAN FEDERATION ,SA,51.80000 ,87.26667 ,400 
                           TEELI ,36078, RUSSIAN FEDERATION ,SA,50.95000 ,90.30000 ,983 
                         UST-USA ,36083, RUSSIAN FEDERATION ,SA,52.11667 ,92.28333 ,581 
                           CADAN ,36087, RUSSIAN FEDERATION ,SA,51.28333 ,91.66667 ,836 
                             HUT ,36090, RUSSIAN FEDERATION ,SA,52.61667 ,94.56667 ,1043 
                 NIZNE-USINSKOJE ,36091, RUSSIAN FEDERATION ,SA,52.26667 ,93.00000 ,665 
                           KYZYL ,36096, RUSSIAN FEDERATION ,SA,51.71667 ,94.50000 ,629 
                       TOORA-HEM ,36103, RUSSIAN FEDERATION ,SA,52.46667 ,96.36667 ,920 
                       SARYG-SEP ,36104, RUSSIAN FEDERATION ,SA,51.50000 ,95.66667 ,706 
                        BAJANAUL ,36126, RUSSIAN FEDERATION ,SA,50.80000 ,75.70000 ,504 
                       SEMIJARKA ,36152, KAZAKHSTAN ,SA,50.86667 ,78.35000 ,148 
                   SEMIPALATINSK ,36177, KAZAKHSTAN ,SA,50.41667 ,80.30000 ,196 
                       SEMONAIHA ,36186, RUSSIAN FEDERATION ,SA,50.63333 ,81.91667 ,320 
                     LENINOGORSK ,36208, KAZAKHSTAN ,SA,50.33333 ,83.55000 ,809 
                         UST-KAN ,36213, RUSSIAN FEDERATION ,SA,50.95000 ,84.91667 ,1037 
                         ONGUDAJ ,36231, RUSSIAN FEDERATION ,SA,50.73333 ,86.15000 ,832 
                        KOS-AGAC ,36259, RUSSIAN FEDERATION ,SA,50.00000 ,88.66667 ,1758 
                           ERZIN ,36307, RUSSIAN FEDERATION ,SA,50.28333 ,95.16667 ,1101 
                    KARKARALINSK ,36335, RUSSIAN FEDERATION ,SA,49.38333 ,75.51667 ,812 
                          KAJNAR ,36358, RUSSIAN FEDERATION ,SA,49.20000 ,77.36667 ,842 
                     ZHANGIZTOBE ,36397, KAZAKHSTAN ,SA,49.21667 ,81.21667 ,455 
                 UST-KAMENOGORSK ,36403, RUSSIAN FEDERATION ,SA,49.96667 ,82.63333 ,292 
                BOLSOE NARYMSKOE ,36428, KAZAKHSTAN ,SA,49.20000 ,84.51667 ,401 
                   KATON-KARAGAJ ,36439, RUSSIAN FEDERATION ,SA,49.18333 ,85.61667 ,1081 
                           KATUN ,36442, RUSSIAN FEDERATION ,SA,49.73333 ,86.55000 ,1800 
                          AK-KEM ,36443, RUSSIAN FEDERATION ,SA,49.96667 ,86.70000 ,2050 
                         AKTOGAJ ,36467, RUSSIAN FEDERATION ,SA,48.30000 ,74.96667 ,780 
                         OGIZTAU ,36487, RUSSIAN FEDERATION ,SA,48.26667 ,77.31667 ,699 
                          KARAUL ,36501, RUSSIAN FEDERATION ,SA,49.00000 ,79.33333 ,618 
                        KOKPEKTY ,36535, KAZAKHSTAN ,SA,48.75000 ,82.36667 ,511 
                          KURCUM ,36546, RUSSIAN FEDERATION ,SA,48.55000 ,83.68333 ,427 
                          AJAGUZ ,36622, RUSSIAN FEDERATION ,SA,47.96667 ,80.45000 ,655 
                         URDZHAR ,36639, KAZAKHSTAN ,SA,47.11667 ,81.61667 ,501 
                   ALGAZY OSTROV ,36686, KAZAKHSTAN ,SA,46.55000 ,76.86667 ,
                             AUL ,36744, RUSSIAN FEDERATION ,SA,45.63333 ,75.11667 ,353 
                          MULALY ,36770, RUSSIAN FEDERATION ,SA,45.45000 ,78.33333 ,564 
                    TALDY-KURGAN ,36778, RUSSIAN FEDERATION ,SA,45.00000 ,78.38333 ,602 
                       UZYNBULAK ,36803, RUSSIAN FEDERATION ,SA,45.85000 ,82.18333 ,362 
                         BAKANAS ,36821, KAZAKHSTAN ,SA,44.83333 ,76.26667 ,
                        PANFILOV ,36859, KAZAKHSTAN ,SA,44.16667 ,80.06667 ,640 
                            OTAR ,36864, KAZAKHSTAN ,SA,43.53333 ,75.25000 ,
                          PRUDKY ,36877, RUSSIAN FEDERATION ,SA,43.16667 ,76.05000 ,992 
                          TOKMAK ,36911, KYRGYZSTAN ,SA,42.83333 ,75.28333 ,816 
                         RYBACJE ,36927, RUSSIAN FEDERATION ,SA,42.46667 ,76.18333 ,1660 
                      COLPON-ATA ,36934, RUSSIAN FEDERATION ,SA,42.65000 ,77.10000 ,1645 
                    BOLSAJA KZYL ,36948, RUSSIAN FEDERATION ,SA,42.20000 ,78.20000 ,1719 
                      DOLON PASS ,36963, RUSSIAN FEDERATION ,SA,41.80000 ,75.76667 ,3040 
                           NARYN ,36974, KYRGYZSTAN ,SA,41.43333 ,76.00000 ,2039 
                       TIAN-SHAN ,36982, KYRGYZSTAN ,SA,41.88333 ,78.23333 ,3635 
                          DARHAN ,36983, RUSSIAN FEDERATION ,SA,42.31667 ,77.90000 ,1700 
                       KARAKOLKA ,36985, RUSSIAN FEDERATION ,SA,41.48333 ,77.40000 ,3080 
                       AK-SYJRAK ,36994, RUSSIAN FEDERATION ,SA,41.81667 ,78.73333 ,3540 
                           ANAPA ,37001, RUSSIAN FEDERATION ,SA,44.88333 ,37.28333 ,6 
                       GELENDZIK ,37004, RUSSIAN FEDERATION ,SA,44.56667 ,38.01667 ,4 
                          DZUGBA ,37009, RUSSIAN FEDERATION ,SA,44.33333 ,38.71667 ,25 
                     BELORECENSK ,37013, RUSSIAN FEDERATION ,SA,44.75000 ,39.90000 ,
                  GORJACIJ KLJUC ,37014, RUSSIAN FEDERATION ,SA,44.63333 ,39.10000 ,
                         GORNYIJ ,37017, RUSSIAN FEDERATION ,SA,44.28333 ,39.26667 ,324 
                          TUAPSE ,37018, RUSSIAN FEDERATION ,SA,44.10000 ,39.06667 ,41 
                          TUAPSE ,37018, RUSSIAN FEDERATION ,UA,44.10000 ,39.06667 ,41 
                          MAJKOP ,37021, RUSSIAN FEDERATION ,SA,44.61667 ,40.08333 ,
                         ARMAVIR ,37031, RUSSIAN FEDERATION ,SA,44.98333 ,41.11667 ,160 
                    NEVINNOMYSSK ,37036, RUSSIAN FEDERATION ,SA,44.63333 ,41.96667 ,333 
                      PJATIGORSK ,37050, RUSSIAN FEDERATION ,SA,44.05000 ,43.03333 ,
                      GEORGIEVSK ,37058, RUSSIAN FEDERATION ,SA,44.15000 ,43.46667 ,
                      BUDENNOVSK ,37061, RUSSIAN FEDERATION ,SA,44.78333 ,44.13333 ,136 
                         KOCUBEJ ,37085, RUSSIAN FEDERATION ,SA,44.40000 ,46.55000 ,-20 
                 OSTROV TJULENIJ ,37089, RUSSIAN FEDERATION ,SA,44.46667 ,47.48333 ,
                          SOTCHI ,37099, RUSSIAN FEDERATION ,SA,43.58333 ,39.76667 ,
                    KARATCHAEVSK ,37116, RUSSIAN FEDERATION ,SA,43.78333 ,41.90000 ,862 
                          MOZDOK ,37145, RUSSIAN FEDERATION ,SA,43.73333 ,44.66667 ,132 
                         KIZLJAR ,37163, RUSSIAN FEDERATION ,SA,43.83333 ,46.71667 ,
                           GAGBY ,37177, GEORGIA ,SA,43.25000 ,40.26667 ,7 
                         PICUNDA ,37178, RUSSIAN FEDERATION ,SA,43.20000 ,40.35000 ,4 
                     GUDAUTA BAY ,37187, RUSSIAN FEDERATION ,SA,43.10000 ,40.63333 ,11 
                         TEBERDA ,37193, RUSSIAN FEDERATION ,SA,43.45000 ,41.73333 ,
             VERKHNAYA BALKARIYA ,37209, RUSSIAN FEDERATION ,SA,43.05000 ,42.71667 ,1441 
                          NALCIK ,37212, RUSSIAN FEDERATION ,SA,43.53333 ,43.63333 ,
                     WLADIKAVKAZ ,37228, RUSSIAN FEDERATION ,SA,43.05000 ,44.65000 ,670 
                         GROZNYJ ,37235, RUSSIAN FEDERATION ,SA,43.35000 ,45.68333 ,162 
                        GUDERMES ,37244, RUSSIAN FEDERATION ,SA,43.35000 ,46.11667 ,
                       HASAVJURT ,37248, RUSSIAN FEDERATION ,SA,43.25000 ,46.58333 ,
                          SUHUMI ,37260, GEORGIA ,SA,42.86667 ,41.13333 ,13 
                        OCEMCIRI ,37267, GEORGIA ,SA,42.70000 ,41.46667 ,5 
                            GALI ,37278, RUSSIAN FEDERATION ,SA,42.63333 ,41.70000 ,63 
                         ZUGDIDI ,37279, RUSSIAN FEDERATION ,SA,42.50000 ,41.88333 ,117 
                         LEBARDE ,37286, RUSSIAN FEDERATION ,SA,42.73333 ,42.48333 ,1610 
                        LENTEKHI ,37295, RUSSIAN FEDERATION ,SA,42.78333 ,42.75000 ,1158 
                          CAGERI ,37298, RUSSIAN FEDERATION ,SA,42.65000 ,42.70000 ,474 
                      AMBROLAURI ,37308, RUSSIAN FEDERATION ,SA,42.51667 ,43.15000 ,544 
                             ONI ,37309, GEORGIA ,SA,42.58333 ,43.45000 ,789 
                 NIZHNIY-ZARAMAG ,37316, RUSSIAN FEDERATION ,SA,42.70000 ,43.96667 ,1730 
                 KAZBEK MOUNTAIN ,37334, RUSSIAN FEDERATION ,SA,42.70000 ,44.51667 ,5033 
                          BOTLIH ,37367, RUSSIAN FEDERATION ,SA,42.68333 ,46.20000 ,
                            POTI ,37379, RUSSIAN FEDERATION ,SA,42.15000 ,41.66667 ,3 
                    MIHA CHAKAJA ,37380, RUSSIAN FEDERATION ,SA,42.28333 ,42.03333 ,40 
                       SAMTREDIA ,37385, GEORGIA ,SA,42.18333 ,42.36667 ,26 
                       CULUKIDZE ,37386, RUSSIAN FEDERATION ,SA,42.30000 ,42.41667 ,114 
                      LANCHKHUTI ,37388, RUSSIAN FEDERATION ,SA,42.08333 ,42.00000 ,20 
                          ORPIRI ,37390, RUSSIAN FEDERATION ,SA,42.33333 ,42.81667 ,175 
                         TKIBULI ,37393, GEORGIA ,SA,42.33333 ,42.98333 ,598 
                         KUTAISI ,37395, GEORGIA ,SA,42.26667 ,42.63333 ,116 
                       SACHKHERE ,37403, RUSSIAN FEDERATION ,SA,42.35000 ,43.40000 ,415 
                        CHIATURA ,37404, RUSSIAN FEDERATION ,SA,42.31667 ,43.30000 ,149 
                        CHINVALY ,37416, GEORGIA ,SA,42.23333 ,43.98333 ,871 
                          HASURI ,37417, RUSSIAN FEDERATION ,SA,41.98333 ,43.55000 ,690 
                       LENINGORI ,37429, RUSSIAN FEDERATION ,SA,42.11667 ,44.48333 ,760 
                       PASANAURI ,37432, GEORGIA ,SA,42.35000 ,44.70000 ,1064 
                          DUSETI ,37437, GEORGIA ,SA,42.08333 ,44.70000 ,902 
                         TIANETI ,37439, GEORGIA ,SA,42.11667 ,44.96667 ,1091 
                         AKHMETA ,37448, RUSSIAN FEDERATION ,SA,42.03333 ,45.21667 ,546 
                           GUNIB ,37463, RUSSIAN FEDERATION ,SA,42.40000 ,46.96667 ,
                         DERBENT ,37470, RUSSIAN FEDERATION ,SA,42.05000 ,48.30000 ,-19 
                        BUJNAKSK ,37471, RUSSIAN FEDERATION ,SA,42.81667 ,47.11667 ,472 
                       MAHACKALA ,37472, RUSSIAN FEDERATION ,SA,42.83333 ,47.55000 ,32 
                          IZBERG ,37473, RUSSIAN FEDERATION ,SA,42.53333 ,47.91667 ,-21 
                       SERGOKALA ,37475, RUSSIAN FEDERATION ,SA,42.45000 ,47.66667 ,519 
                          BATUMI ,37484, GEORGIA ,SA,41.65000 ,41.63333 ,6 
                     DABLATSIKHE ,37492, RUSSIAN FEDERATION ,SA,42.01667 ,42.30000 ,221 
                        CHARNALI ,37498, RUSSIAN FEDERATION ,SA,41.56667 ,41.61667 ,949 
                      ABASTUMANI ,37503, RUSSIAN FEDERATION ,SA,41.71667 ,42.83333 ,1265 
                        AHALCIHE ,37506, RUSSIAN FEDERATION ,SA,41.63333 ,42.98333 ,982 
                         ADIGENI ,37507, RUSSIAN FEDERATION ,SA,41.70000 ,42.70000 ,1185 
                            VALE ,37508, RUSSIAN FEDERATION ,SA,41.61667 ,42.86667 ,1097 
                           TSIPA ,37513, RUSSIAN FEDERATION ,SA,42.01667 ,43.45000 ,673 
                        ASPINDZA ,37514, RUSSIAN FEDERATION ,SA,41.56667 ,43.25000 ,983 
                         BORZOMI ,37515, RUSSIAN FEDERATION ,SA,41.83333 ,43.38333 ,794 
                       BAKURIANI ,37524, RUSSIAN FEDERATION ,SA,41.71667 ,43.51667 ,1665 
                 TABATSKURI LAKE ,37525, RUSSIAN FEDERATION ,SA,41.65000 ,43.61667 ,1995 
                            GORI ,37531, GEORGIA ,SA,41.98333 ,44.11667 ,612 
                        MANGLISI ,37535, GEORGIA ,SA,41.70000 ,44.38333 ,
                           CALKA ,37537, RUSSIAN FEDERATION ,SA,41.58333 ,44.08333 ,1457 
                    TETRI-TSKARO ,37539, RUSSIAN FEDERATION ,SA,41.55000 ,44.46667 ,1140 
                         TBILISI ,37545, RUSSIAN FEDERATION ,SA,41.70000 ,44.75000 ,403 
                          TELAVI ,37553, GEORGIA ,SA,41.93333 ,45.38333 ,543 
                       SAGAREDZO ,37556, GEORGIA ,SA,41.73333 ,45.33333 ,806 
                      GURDZHAANI ,37566, RUSSIAN FEDERATION ,SA,41.75000 ,45.80000 ,410 
                        LAGODEHI ,37572, GEORGIA ,SA,41.81667 ,46.30000 ,435 
                        ZAKATALA ,37575, AZERBAIJAN ,SA,41.63333 ,46.65000 ,487 
                          CNORIS ,37577, RUSSIAN FEDERATION ,SA,41.60000 ,46.05000 ,291 
                         DANACHY ,37578, RUSSIAN FEDERATION ,SA,41.55000 ,46.41667 ,213 
                          ALIBAI ,37579, AZERBAIJAN ,SA,41.66667 ,46.80000 ,1540 
                       KASUMKENT ,37597, RUSSIAN FEDERATION ,SA,41.66667 ,48.15000 ,
                     AKHALKALAKI ,37602, RUSSIAN FEDERATION ,SA,41.40000 ,43.48333 ,1716 
                         BOLNISI ,37621, GEORGIA ,SA,41.45000 ,44.55000 ,534 
                       GARDABANI ,37632, GEORGIA ,SA,41.45000 ,45.10000 ,303 
                      JEYRANCHEL ,37636, AZERBAIJAN ,SA,41.30000 ,45.46667 ,403 
              AGSTAPHA AERODROME ,37639, AZERBAIJAN ,SA,41.13333 ,45.41667 ,331 
                  SHIRAKI STEPPE ,37651, RUSSIAN FEDERATION ,SA,41.41667 ,46.25000 ,801 
                           SHAKI ,37661, AZERBAIJAN ,SA,41.21667 ,47.16667 ,637 
                            AHTY ,37663, RUSSIAN FEDERATION ,SA,41.46667 ,47.75000 ,
                            OGUZ ,37668, AZERBAIJAN ,SA,41.06667 ,47.46667 ,582 
                          NABRAN ,37670, AZERBAIJAN ,SA,41.78333 ,48.70000 ,-16 
              KHACHMAZ AERODROME ,37673, AZERBAIJAN ,SA,41.41667 ,48.88333 ,27 
                           GIRIZ ,37674, AZERBAIJAN ,SA,41.21667 ,48.23333 ,2070 
                            KUBA ,37675, AZERBAIJAN ,SA,41.36667 ,48.51667 ,550 
                        KHINALIG ,37676, AZERBAIJAN ,SA,41.10000 ,48.16667 ,2426 
                         KHALTAN ,37677, AZERBAIJAN ,SA,41.00000 ,48.70000 ,1104 
                         ASHOTSK ,37682, ARMENIA ,SA,40.95000 ,43.78333 ,1878 
                           GUMRI ,37686, ARMENIA ,SA,40.78333 ,43.83333 ,
                      STEPANAVAN ,37693, RUSSIAN FEDERATION ,SA,41.01667 ,44.38333 ,1397 
                          APARAN ,37699, RUSSIAN FEDERATION ,SA,40.58333 ,44.35000 ,1891 
                        VANADZOR ,37704, ARMENIA ,SA,40.81667 ,44.50000 ,1379 
                        DILIDJAN ,37706, ARMENIA ,SA,40.75000 ,44.86667 ,
                           SEVAN ,37708, RUSSIAN FEDERATION ,SA,40.53333 ,44.95000 ,1918 
                           SEVAN ,37709, ARMENIA ,SA,40.55000 ,44.93333 ,1937 
                         IDJEVAN ,37711, ARMENIA ,SA,40.86667 ,45.15000 ,733 
                            BERD ,37713, ARMENIA ,SA,40.88333 ,45.38333 ,
                       CHAMBARAK ,37719, ARMENIA ,SA,40.60000 ,45.35000 ,
                         GADABAY ,37729, AZERBAIJAN ,SA,40.56667 ,45.81667 ,1480 
                         SHAMKIR ,37734, AZERBAIJAN ,SA,40.83333 ,46.03333 ,404 
                          GYANJA ,37735, AZERBAIJAN ,SA,40.71667 ,46.41667 ,309 
                  GYANJA AIRPORT ,37736, AZERBAIJAN ,SA,40.73333 ,46.31667 ,325 
                          KABALA ,37740, AZERBAIJAN ,SA,40.98333 ,47.86667 ,679 
                     MINGACHEVIR ,37744, AZERBAIJAN ,SA,40.76667 ,47.03333 ,93 
                  EVLAKH AIRPORT ,37747, AZERBAIJAN ,SA,40.61667 ,47.15000 ,13 
                        GEOKCHAY ,37749, AZERBAIJAN ,SA,40.65000 ,47.75000 ,94 
                        ISMAILLY ,37750, AZERBAIJAN ,SA,40.78333 ,48.13333 ,549 
                       ALTIAGACH ,37753, AZERBAIJAN ,SA,40.86667 ,48.93333 ,1099 
                          MARAZA ,37756, AZERBAIJAN ,SA,40.53333 ,48.93333 ,755 
                        SHAMAKHY ,37759, AZERBAIJAN ,SA,40.63333 ,48.63333 ,710 
                         SUMGAIT ,37769, AZERBAIJAN ,SA,40.60000 ,49.63333 ,-20 
           LUSAVAN / CHARENTSAVA ,37791, RUSSIAN FEDERATION ,SA,40.40000 ,44.63333 ,1792 
                          RASDAN ,37792, ARMENIA ,SA,40.50000 ,44.76667 ,
                            KAMO ,37801, ARMENIA ,SA,40.35000 ,45.13333 ,
                    MARTUNI NO 2 ,37808, RUSSIAN FEDERATION ,SA,40.13333 ,45.31667 ,1945 
                       MEC MAZRA ,37815, RUSSIAN FEDERATION ,SA,40.21667 ,45.76667 ,1940 
                       DASHKASAN ,37816, AZERBAIJAN ,SA,40.50000 ,46.08333 ,1655 
                       GYOY-GYOL ,37825, AZERBAIJAN ,SA,40.41667 ,46.33333 ,1562 
                          TARTAR ,37831, AZERBAIJAN ,SA,40.35000 ,47.01667 ,163 
                           BARDA ,37832, AZERBAIJAN ,SA,40.36667 ,47.13333 ,67 
                          ZARDAB ,37835, AZERBAIJAN ,SA,40.20000 ,47.21667 ,-4 
                        KURDAMIR ,37844, AZERBAIJAN ,SA,40.33333 ,48.16667 ,2 
            GAZIMAMMAD AERODROME ,37849, AZERBAIJAN ,SA,40.01667 ,48.91667 ,-7 
                 BAKU DENDROPARK ,37851, AZERBAIJAN ,SA,40.41667 ,49.78333 ,60 
                         SHUBANY ,37852, AZERBAIJAN ,SA,40.36667 ,49.76667 ,237 
           BAKU / ZABRAT AIRPORT ,37853, AZERBAIJAN ,SA,40.48333 ,49.96667 ,
                        MASHTAGA ,37860, AZERBAIJAN ,SA,40.53333 ,50.00000 ,27 
                   NEFT DASHLARY ,37861, AZERBAIJAN ,SA,40.23333 ,50.86667 ,-17 
                       PIRALLAHI ,37866, AZERBAIJAN ,SA,40.46667 ,50.31667 ,-26 
                   CHILOV ISLAND ,37869, AZERBAIJAN ,SA,40.33333 ,50.61667 ,-17 
                        ARTASHAT ,37874, RUSSIAN FEDERATION ,SA,39.95000 ,44.55000 ,822 
                          SHARUR ,37877, AZERBAIJAN ,SA,39.56667 ,45.00000 ,817 
                          ISTISU ,37883, AZERBAIJAN ,SA,39.93333 ,45.96667 ,2294 
                           AGDAM ,37893, AZERBAIJAN ,SA,39.98333 ,46.75000 ,250 
                       KHANKANDY ,37895, AZERBAIJAN ,SA,39.98333 ,46.75000 ,827 
                 KHOJALY AIRPORT ,37896, AZERBAIJAN ,SA,39.90000 ,46.78333 ,610 
                          SISIAN ,37897, ARMENIA ,SA,39.53333 ,46.01667 ,1615 
                          LACHIN ,37898, AZERBAIJAN ,SA,39.65000 ,46.53333 ,1094 
                          SHUSHA ,37899, AZERBAIJAN ,SA,39.76667 ,46.75000 ,1356 
                       KHOJAVAND ,37901, AZERBAIJAN ,SA,39.78333 ,47.10000 ,414 
              BEYLAGAN AERODROME ,37905, AZERBAIJAN ,SA,39.76667 ,47.75000 ,69 
                          FIZULY ,37907, AZERBAIJAN ,SA,39.60000 ,47.15000 ,439 
                       JAFARKHAN ,37912, AZERBAIJAN ,SA,39.93333 ,48.53333 ,-16 
                          SALYAN ,37913, AZERBAIJAN ,SA,39.58333 ,48.96667 ,-22 
                         IMISHLY ,37914, AZERBAIJAN ,SA,39.86667 ,48.05000 ,-3 
                            ALAT ,37923, AZERBAIJAN ,SA,39.96667 ,49.40000 ,-18 
                       NEFTCHALA ,37925, AZERBAIJAN ,SA,39.40000 ,49.25000 ,-25 
                      NAKHCHIVAN ,37936, AZERBAIJAN ,SA,39.20000 ,45.41667 ,885 
                         SHAHBUZ ,37941, AZERBAIJAN ,SA,39.40000 ,45.56667 ,1205 
                      PARAGACHAY ,37946, AZERBAIJAN ,SA,39.11667 ,45.95000 ,2218 
                           JULFA ,37947, AZERBAIJAN ,SA,38.95000 ,45.63333 ,714 
                          KALVAZ ,37952, AZERBAIJAN ,SA,38.66667 ,48.38333 ,1830 
                           GORIS ,37953, ARMENIA ,SA,39.50000 ,46.35000 ,1367 
                         ORDUBAD ,37957, AZERBAIJAN ,SA,38.91667 ,46.01667 ,785 
                           MEGRI ,37958, ARMENIA ,SA,38.90000 ,46.25000 ,629 
                           KAPAN ,37959, ARMENIA ,SA,39.20000 ,46.43333 ,704 
                        MINJIVAN ,37968, AZERBAIJAN ,SA,39.00000 ,46.66667 ,312 
                       BILASUVAR ,37972, AZERBAIJAN ,SA,39.46667 ,48.55000 ,2 
                        GYOYTAPA ,37978, AZERBAIJAN ,SA,40.11667 ,38.60000 ,2 
                        YARDIMLY ,37981, AZERBAIJAN ,SA,38.90000 ,48.25000 ,729 
                           LERIK ,37984, RUSSIAN FEDERATION ,SA,38.76667 ,48.40000 ,1115 
                        LANKARAN ,37985, AZERBAIJAN ,SA,38.73333 ,48.83333 ,-13 
                        LANKARAN ,37985, AZERBAIJAN ,UA,38.73333 ,48.83333 ,-12 
                          ASTARA ,37989, AZERBAIJAN ,SA,38.45000 ,48.88333 ,-23 
                   FORT SEVCENKO ,38001, KAZAKHSTAN ,SA,44.55000 ,50.25000 ,-20 
                      TUSCIKUDUK ,38002, RUSSIAN FEDERATION ,SA,44.73333 ,51.96667 ,56 
                           DUKEN ,38019, RUSSIAN FEDERATION ,SA,44.31667 ,54.60000 ,143 
                   KARAKAPALKIJA ,38023, UZBEKISTAN ,SA,44.85000 ,56.33333 ,126 
                     CIRIK-RABAT ,38049, RUSSIAN FEDERATION ,SA,44.06667 ,62.90000 ,88 
                           CIILI ,38069, KAZAKHSTAN ,SA,44.16667 ,66.75000 ,
                           TASTY ,38081, RUSSIAN FEDERATION ,SA,44.80000 ,69.11667 ,190 
