StationName,IndexNbr,RegionId,RegionName,Latitude,Longitude,CountryArea,CountryCode,StationId,IndexSubNbr,Hp,Hha
VALGA,26247,6,EUROPE / EUROPE,57.78 ,26.02 ,ESTONIA / ESTONIE,6312,9355,0,66,64
VORU,26249,6,EUROPE / EUROPE,57.83 ,27.02 ,ESTONIA / ESTONIE,6312,10388,0,84,82
PSKOV,26258,6,EUROPE / EUROPE,57.82 ,28.33 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9356,0,44,44
STRUGI KRASNYE,26264,6,EUROPE / EUROPE,58.27 ,29.10 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9357,0,129,127
DNO,26268,6,EUROPE / EUROPE,57.82 ,29.95 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9358,0,65,63
STARAYA RUSSA,26275,6,EUROPE / EUROPE,58.02 ,31.32 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9359,0,25,24
KRESTCY,26285,6,EUROPE / EUROPE,58.27 ,32.53 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9361,0,63,62
BOROVICI,26291,6,EUROPE / EUROPE,58.42 ,33.90 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9363,0,89,87
BOLOGOE,26298,6,EUROPE / EUROPE,57.88 ,34.03 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9364,0,186,186
KOLKA,26313,6,EUROPE / EUROPE,57.73 ,22.58 ,LATVIA / LETTONIE,6314,9365,0,5,4
VENTSPILS,26314,6,EUROPE / EUROPE,57.38 ,21.53 ,LATVIA / LETTONIE,6314,9366,0,3,1
STENDE,26318,6,EUROPE / EUROPE,57.18 ,22.55 ,LATVIA / LETTONIE,6314,9367,0,81,79
MERSRAGS,26324,6,EUROPE / EUROPE,57.33 ,23.10 ,LATVIA / LETTONIE,6314,9368,0,5,4
SKULTE,26326,6,EUROPE / EUROPE,57.30 ,24.40 ,LATVIA / LETTONIE,6314,9369,0,8,7
PRIEKULI,26335,6,EUROPE / EUROPE,57.30 ,25.33 ,LATVIA / LETTONIE,6314,9370,0,123,121
ZOSENI,26339,6,EUROPE / EUROPE,57.13 ,25.90 ,LATVIA / LETTONIE,6314,9371,0,188,187
ALUKSNE,26346,6,EUROPE / EUROPE,57.43 ,27.03 ,LATVIA / LETTONIE,6314,9372,0,197,196
GULBENE,26348,6,EUROPE / EUROPE,57.12 ,26.72 ,LATVIA / LETTONIE,6314,9373,0,142,141
PUSKINSKIE GORY,26359,6,EUROPE / EUROPE,57.02 ,28.90 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9375,0,108,108
HOLM,26378,6,EUROPE / EUROPE,57.15 ,31.18 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9376,0,71,70
DEMJANSK,26381,6,EUROPE / EUROPE,57.65 ,32.47 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9377,0,61,59
OSTASKOV,26389,6,EUROPE / EUROPE,57.12 ,33.10 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9378,0,214,214
VYSNIJ VOLOCEK,26393,6,EUROPE / EUROPE,57.53 ,34.55 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9379,0,168,167
PAVILOSTA,26403,6,EUROPE / EUROPE,56.88 ,21.18 ,LATVIA / LETTONIE,6314,9380,0,9,8
LIEPAJA,26406,6,EUROPE / EUROPE,56.47 ,21.02 ,LATVIA / LETTONIE,6314,9381,0,4,3
SALDUS,26416,6,EUROPE / EUROPE,56.67 ,22.50 ,LATVIA / LETTONIE,6314,9382,0,113,112
RIGA,26422,6,EUROPE / EUROPE,56.92 ,23.97 ,LATVIA / LETTONIE,6314,9383,0,8,10
DOBELE,26424,6,EUROPE / EUROPE,56.62 ,23.32 ,LATVIA / LETTONIE,6314,9384,0,43,41
JELGAVA,26425,6,EUROPE / EUROPE,56.67 ,23.73 ,LATVIA / LETTONIE,6314,9385,0,5,4
BAUSKA,26429,6,EUROPE / EUROPE,56.40 ,24.17 ,LATVIA / LETTONIE,6314,9386,0,31,30
SKRIVERI,26435,6,EUROPE / EUROPE,56.63 ,25.12 ,LATVIA / LETTONIE,6314,9387,0,80,79
ZILANI,26436,6,EUROPE / EUROPE,56.52 ,25.92 ,LATVIA / LETTONIE,6314,9388,0,108,106
REZEKNE,26446,6,EUROPE / EUROPE,56.53 ,27.27 ,LATVIA / LETTONIE,6314,9389,0,158,157
MADONA,26447,6,EUROPE / EUROPE,56.83 ,26.23 ,LATVIA / LETTONIE,6314,13568,0,132,132
VELIKIE LUKI,26477,6,EUROPE / EUROPE,56.35 ,30.62 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9390,0,103,97
STARITSA,26499,6,EUROPE / EUROPE,56.48 ,34.92 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,11327,0,185,184
PALANGA,26502,6,EUROPE / EUROPE,55.97 ,21.08 ,LITHUANIA / LITUANIE,6316,9393,0,15,10
RUCAVA,26503,6,EUROPE / EUROPE,56.15 ,21.17 ,LATVIA / LETTONIE,6314,14664,0,18,19
KLAIPEDA,26509,6,EUROPE / EUROPE,55.72 ,21.08 ,LITHUANIA / LITUANIE,6316,9679,0,7,6
TELSIAI,26515,6,EUROPE / EUROPE,55.98 ,22.25 ,LITHUANIA / LITUANIE,6316,9394,0,151,153
LAUKUVA,26518,6,EUROPE / EUROPE,55.60 ,22.23 ,LITHUANIA / LITUANIE,6316,9680,0,165,165
SIAULIAI,26524,6,EUROPE / EUROPE,55.93 ,23.32 ,LITHUANIA / LITUANIE,6316,9681,0,107,105
PANEVEZYS,26529,6,EUROPE / EUROPE,55.73 ,24.42 ,LITHUANIA / LITUANIE,6316,9682,0,58,57
BIRZAI,26531,6,EUROPE / EUROPE,56.18 ,24.77 ,LITHUANIA / LITUANIE,6316,9683,0,61,60
DAUGAVPILS,26544,6,EUROPE / EUROPE,55.93 ,26.65 ,LATVIA / LETTONIE,6314,9396,0,125,123
DUKSTAS,26547,6,EUROPE / EUROPE,55.52 ,26.30 ,LITHUANIA / LITUANIE,6316,9397,0,167,164
VERHNEDVINSK,26554,6,EUROPE / EUROPE,55.82 ,27.93 ,BELARUS,6318,9691,0,132,
BELYJ,26585,6,EUROPE / EUROPE,55.83 ,32.93 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9399,0,222,220
SILUTE,26600,6,EUROPE / EUROPE,55.35 ,21.43 ,LITHUANIA / LITUANIE,6316,9684,0,5,2
NIDA,26603,6,EUROPE / EUROPE,55.30 ,21.00 ,LITHUANIA / LITUANIE,6316,9400,0,2,2
DOTNUVA,26620,6,EUROPE / EUROPE,55.38 ,23.85 ,LITHUANIA / LITUANIE,6316,9401,0,77,69
RASEINIAI,26621,6,EUROPE / EUROPE,55.38 ,23.12 ,LITHUANIA / LITUANIE,6316,9685,0,110,110
KAUNAS,26629,6,EUROPE / EUROPE,54.88 ,23.83 ,LITHUANIA / LITUANIE,6316,9686,0,76,76
KAUNAS,26629,6,EUROPE / EUROPE,54.88 ,23.83 ,LITHUANIA / LITUANIE,6316,14669,1,76,76
UTENA,26633,6,EUROPE / EUROPE,55.50 ,25.58 ,LITHUANIA / LITUANIE,6316,9687,0,105,104
UKMERGE,26634,6,EUROPE / EUROPE,55.25 ,24.75 ,LITHUANIA / LITUANIE,6316,9402,0,73,72
SHARCOVSCHINA,26643,6,EUROPE / EUROPE,55.35 ,27.45 ,BELARUS,6318,9692,0,131,
LYNTUPY,26645,6,EUROPE / EUROPE,55.03 ,26.30 ,BELARUS,6318,9693,0,211,
POLOTSK,26653,6,EUROPE / EUROPE,55.47 ,28.75 ,BELARUS,6318,9694,0,132,
DOKSHITSY,26657,6,EUROPE / EUROPE,54.88 ,27.75 ,BELARUS,6318,12643,0,193,
LEPEL,26659,6,EUROPE / EUROPE,54.87 ,28.70 ,BELARUS,6318,9695,0,174,
VITEBSK,26666,6,EUROPE / EUROPE,55.25 ,30.23 ,BELARUS,6318,9696,0,175,
SENNO,26668,6,EUROPE / EUROPE,54.80 ,29.68 ,BELARUS,6318,9697,0,175,
VJAZ'MA,26695,6,EUROPE / EUROPE,55.17 ,34.40 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9403,0,250,243
KALININGRAD,26702,6,EUROPE / EUROPE,54.72 ,20.55 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9404,0,21,19
KYBARTAI,26713,6,EUROPE / EUROPE,54.63 ,22.78 ,LITHUANIA / LITUANIE,6316,9688,0,59,57
LAZDIJAI,26728,6,EUROPE / EUROPE,54.22 ,23.50 ,LITHUANIA / LITUANIE,6316,9405,0,133,133
VILNIUS,26730,6,EUROPE / EUROPE,54.62 ,25.10 ,LITHUANIA / LITUANIE,6316,9689,0,155,162
VILNIUS,26732,6,EUROPE / EUROPE,54.63 ,25.28 ,LITHUANIA / LITUANIE,6316,10390,0,196,211
VARENA,26737,6,EUROPE / EUROPE,54.23 ,24.55 ,LITHUANIA / LITUANIE,6316,9690,0,110,109
BORISOV,26759,6,EUROPE / EUROPE,54.25 ,28.48 ,BELARUS,6318,9699,0,188,
ORSHA,26763,6,EUROPE / EUROPE,54.50 ,30.43 ,BELARUS,6318,9700,0,185,
GORKI,26774,6,EUROPE / EUROPE,54.30 ,30.93 ,BELARUS,6318,9701,0,205,
SMOLENSK,26781,6,EUROPE / EUROPE,54.75 ,32.07 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9406,0,238,240
SPAS-DEMENSK,26795,6,EUROPE / EUROPE,54.42 ,34.02 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9407,0,238,238
GRODNO,26825,6,EUROPE / EUROPE,53.60 ,24.05 ,BELARUS,6318,9702,0,149,
LIDA,26832,6,EUROPE / EUROPE,53.90 ,25.32 ,BELARUS,6318,9703,0,156,
MINSK,26850,6,EUROPE / EUROPE,53.92 ,27.63 ,BELARUS,6318,9706,0,223,
BEREZINO,26853,6,EUROPE / EUROPE,53.82 ,28.98 ,BELARUS,6318,9707,0,154,
MARIYNA GORKA,26855,6,EUROPE / EUROPE,53.48 ,28.13 ,BELARUS,6318,9708,0,177,
MOGILEV,26863,6,EUROPE / EUROPE,53.95 ,30.08 ,BELARUS,6318,9709,0,192,
KLICHEV,26864,6,EUROPE / EUROPE,53.48 ,29.30 ,BELARUS,6318,9710,0,155,
SLAVGOROD,26878,6,EUROPE / EUROPE,53.45 ,31.00 ,BELARUS,6318,9711,0,169,
ROSLAVL',26882,6,EUROPE / EUROPE,53.93 ,32.83 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9408,0,224,219
KOSTUCKOVICHI,26887,6,EUROPE / EUROPE,53.35 ,32.07 ,BELARUS,6318,9712,0,167,
ZUKOVKA,26894,6,EUROPE / EUROPE,53.53 ,33.75 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9409,0,176,175
BRJANSK,26898,6,EUROPE / EUROPE,53.25 ,34.32 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9410,0,216,213
BARANOVICHI,26941,6,EUROPE / EUROPE,53.12 ,25.97 ,BELARUS,6318,9715,0,193,
SLUTSK,26951,6,EUROPE / EUROPE,53.05 ,27.55 ,BELARUS,6318,9716,0,162,
BOBRUISK,26961,6,EUROPE / EUROPE,53.20 ,29.12 ,BELARUS,6318,9717,0,156,
ZHLOBIN,26966,6,EUROPE / EUROPE,52.88 ,30.03 ,BELARUS,6318,9718,0,141,
KRASNAJA GORA,26976,6,EUROPE / EUROPE,53.02 ,31.60 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9412,0,148,146
TRUBCHEVSK,26997,6,EUROPE / EUROPE,52.58 ,33.77 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9413,0,178,177
BABAEVO,27008,6,EUROPE / EUROPE,59.40 ,35.90 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9414,0,137,136
KOROBOVO,27026,6,EUROPE / EUROPE,59.60 ,39.17 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9415,0,132,132
VOLOGDA,27037,6,EUROPE / EUROPE,59.32 ,39.92 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9416,0,129,124
VOLOGDA,27038,6,EUROPE / EUROPE,59.32 ,39.92 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,15440,0,133,124
TOT'MA,27051,6,EUROPE / EUROPE,59.97 ,42.77 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9418,0,135,134
NIKOL'SK,27066,6,EUROPE / EUROPE,59.53 ,45.45 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9419,0,142,141
OPARINO,27083,6,EUROPE / EUROPE,59.85 ,48.28 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9420,0,179,178
MURASI,27097,6,EUROPE / EUROPE,59.38 ,48.98 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9421,0,212,211
OHONY,27108,6,EUROPE / EUROPE,58.57 ,35.63 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9422,0,147,149
CEREPOVEC,27113,6,EUROPE / EUROPE,59.27 ,38.02 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9423,0,117,112
KIROV (CTBT),27198,6,EUROPE / EUROPE,58.58 ,49.40 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,15608,0,127,
KIROV,27199,6,EUROPE / EUROPE,58.57 ,49.57 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9425,0,158,156
MAKSATIKHA,27208,6,EUROPE / EUROPE,57.80 ,35.90 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,11328,0,142,140
RYBINSK,27225,6,EUROPE / EUROPE,58.10 ,38.68 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9427,0,105,104
BUJ,27242,6,EUROPE / EUROPE,58.48 ,41.53 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9428,0,103,102
GALIC,27243,6,EUROPE / EUROPE,58.38 ,42.37 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9429,0,132,134
NIKOLO-POLOMA,27252,6,EUROPE / EUROPE,58.35 ,43.38 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9430,0,144,149
SAR'JA,27271,6,EUROPE / EUROPE,58.37 ,45.53 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9431,0,125,118
VETLUGA,27277,6,EUROPE / EUROPE,57.85 ,45.77 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9432,0,135,133
SABALINO,27281,6,EUROPE / EUROPE,58.30 ,47.12 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9433,0,166,166
KOTEL'NIC,27283,6,EUROPE / EUROPE,58.30 ,48.35 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9434,0,126,125
KASIN,27316,6,EUROPE / EUROPE,57.33 ,37.57 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9435,0,138,137
UGLIC,27321,6,EUROPE / EUROPE,57.50 ,38.30 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9436,0,122,120
ROSTOV,27329,6,EUROPE / EUROPE,57.20 ,39.42 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9437,0,100,99
KOSTROMA,27333,6,EUROPE / EUROPE,57.73 ,40.78 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9439,0,125,125
KINESMA,27346,6,EUROPE / EUROPE,57.42 ,42.18 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9440,0,127,125
IVANOVO,27347,6,EUROPE / EUROPE,56.95 ,40.97 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9441,0,125,124
JUR'EVEC,27355,6,EUROPE / EUROPE,57.33 ,43.12 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9442,0,132,131
KRASNYE BAKI,27369,6,EUROPE / EUROPE,57.13 ,45.17 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9443,0,110,111
SAKUN'JA,27373,6,EUROPE / EUROPE,57.67 ,46.63 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9444,0,175,175
NOLINSK,27393,6,EUROPE / EUROPE,57.55 ,49.95 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9445,0,134,136
TVER',27402,6,EUROPE / EUROPE,56.88 ,35.87 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9446,0,145,140
DUBNA (CTBT),27415,6,EUROPE / EUROPE,56.73 ,37.25 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,15609,0,118,
KLIN,27417,6,EUROPE / EUROPE,56.35 ,36.75 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9448,0,167,166
ALEKSANDROV,27428,6,EUROPE / EUROPE,56.40 ,38.75 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9449,0,184,185
SHUYA,27441,6,EUROPE / EUROPE,56.85 ,41.40 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9450,0,99,99
GORODEC,27453,6,EUROPE / EUROPE,56.68 ,43.43 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9451,0,103,101
NIZHNIJ NOVGOROD,27459,6,EUROPE / EUROPE,56.27 ,44.00 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9452,0,157,161
SEMENOV,27462,6,EUROPE / EUROPE,56.73 ,44.52 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9453,0,117,117
KOZ'MODEM'JANSK,27479,6,EUROPE / EUROPE,56.33 ,46.58 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9454,0,107,108
SANCURSK,27480,6,EUROPE / EUROPE,56.98 ,47.32 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9455,0,103,103
JOSKAR-OLA,27485,6,EUROPE / EUROPE,56.63 ,47.77 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9456,0,119,116
NOVYJ TOR'JAL,27491,6,EUROPE / EUROPE,57.00 ,48.73 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9457,0,143,143
VOLOKOLAMSK,27502,6,EUROPE / EUROPE,56.02 ,35.93 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9458,0,198,196
GAGARIN,27507,6,EUROPE / EUROPE,55.52 ,35.03 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9459,0,196,192
MOZAJSK,27509,6,EUROPE / EUROPE,55.52 ,36.00 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9460,0,184,184
NOVO-JERUSALIM,27511,6,EUROPE / EUROPE,55.90 ,36.82 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9461,0,162,159
PAVLOVSKIJ POSAD,27523,6,EUROPE / EUROPE,55.77 ,38.68 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9462,0,132,134
VLADIMIR,27532,6,EUROPE / EUROPE,56.12 ,40.35 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9463,0,172,167
GUS'-HRUSTAL'NYJ,27539,6,EUROPE / EUROPE,55.60 ,40.65 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9464,0,135,136
MUROM,27549,6,EUROPE / EUROPE,55.60 ,42.03 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9465,0,115,115
SERGACH,27577,6,EUROPE / EUROPE,55.53 ,45.50 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9467,0,125,126
CEBOKSARY,27581,6,EUROPE / EUROPE,56.08 ,47.33 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9468,0,163,162
KANASH,27587,6,EUROPE / EUROPE,55.52 ,47.47 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9469,0,183,181
KAZAN',27595,6,EUROPE / EUROPE,55.73 ,49.20 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9470,0,118,115
KAZAN',27595,6,EUROPE / EUROPE,55.60 ,49.28 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,15504,1,115,115
MALOJAROSLAVEC,27606,6,EUROPE / EUROPE,55.02 ,36.48 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9471,0,197,195
NARO-FOMINSK,27611,6,EUROPE / EUROPE,55.38 ,36.70 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9472,0,193,190
MOSKVA VDNH,27612,6,EUROPE / EUROPE,55.83 ,37.62 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9473,0,156,147
MOSKVA (DOLGOPRUDNYJ),27612,6,EUROPE / EUROPE,55.92 ,37.52 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9474,1,190,187
SERPUHOV,27618,6,EUROPE / EUROPE,54.93 ,37.47 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9475,0,166,164
KOLOMNA,27625,6,EUROPE / EUROPE,55.13 ,38.73 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9476,0,114,112
KASIRA,27627,6,EUROPE / EUROPE,54.83 ,38.15 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9477,0,221,221
VYKSA,27643,6,EUROPE / EUROPE,55.33 ,42.12 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9478,0,113,113
ELAT'MA,27648,6,EUROPE / EUROPE,54.95 ,41.77 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9479,0,135,132
ARZAMAS,27653,6,EUROPE / EUROPE,55.37 ,43.78 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9480,0,123,120
LUKOJANOV,27665,6,EUROPE / EUROPE,55.03 ,44.50 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9481,0,218,217
PORETSKOE,27675,6,EUROPE / EUROPE,55.18 ,46.33 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,12919,0,136,135
ALATYR',27679,6,EUROPE / EUROPE,54.82 ,46.58 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9482,0,180,178
TETJUSI,27697,6,EUROPE / EUROPE,54.93 ,48.78 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9483,0,156,155
KALUGA,27703,6,EUROPE / EUROPE,54.57 ,36.40 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9484,0,200,198
SUHINICHI,27707,6,EUROPE / EUROPE,54.10 ,35.35 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9485,0,238,237
TULA,27719,6,EUROPE / EUROPE,54.23 ,37.62 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9486,0,205,202
MIHAJLOV,27729,6,EUROPE / EUROPE,54.23 ,39.03 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9487,0,173,173
RYAZAN',27730,6,EUROPE / EUROPE,54.63 ,39.70 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9488,0,156,155
SILOVO,27736,6,EUROPE / EUROPE,54.30 ,40.88 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9490,0,98,98
SASOVO,27745,6,EUROPE / EUROPE,54.37 ,41.93 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9491,0,114,114
TEMNIKOV,27752,6,EUROPE / EUROPE,54.63 ,43.23 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9492,0,138,138
TORBEEVO,27758,6,EUROPE / EUROPE,54.08 ,43.25 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9493,0,198,197
